latitude,longitude,rwi,error
-12.0930384,-62.0397949,-0.393,0.468
-26.8730805,-52.6135254,-0.863,0.431
-3.6998186,-43.7805176,-0.379,0.328
-15.6336167,-47.8234863,1.093,0.435
-27.8293604,-52.4597168,-0.198,0.414
-7.5694372,-39.8034668,-0.730,0.346
-7.8307313,-38.1555176,0.580,0.459
-2.9759559,-45.1647949,-0.569,0.359
-26.7357986,-52.7453613,0.310,0.446
-11.6414761,-38.5729980,-0.467,0.377
-3.4585910,-45.2526855,-0.454,0.419
-10.9735497,-37.2106934,-0.072,0.459
-11.5984314,-40.2648926,-0.423,0.339
-20.6019358,-50.6799316,-0.628,0.442
-3.9629009,-38.4851074,0.508,0.460
-1.5928123,-49.5153809,-0.551,0.375
-6.5663889,-35.3869629,-0.586,0.375
-7.8307313,-38.5949707,-0.468,0.352
-17.7591494,-48.5925293,0.987,0.470
-19.0101900,-48.2409668,-0.083,0.441
-29.2384766,-52.4377441,-0.572,0.386
-23.3926816,-45.6481934,0.747,0.414
-31.4755236,-52.5476074,-0.077,0.390
-8.7873681,-40.5505371,-0.619,0.358
-16.2674138,-44.1540527,0.461,0.471
-12.7368003,-38.9904785,-0.801,0.426
-21.0947502,-46.2414551,-0.148,0.439
-14.6579971,-44.9011230,-0.403,0.366
-14.7217604,-57.4914551,-0.546,0.496
-5.7581050,-49.0100098,-0.864,0.358
-12.2219175,-38.1994629,0.346,0.492
-9.5249141,-36.9689941,0.444,0.447
-4.8829942,-45.7360840,0.013,0.352
-21.2381821,-54.8986816,-0.686,0.450
-17.2352512,-41.1437988,-0.538,0.340
-5.8018269,-42.6599121,0.854,0.499
-7.8307313,-38.7707520,-0.240,0.422
-20.4167166,-49.9768066,1.083,0.434
-3.1514858,-60.0183105,0.517,0.547
-8.7656527,-48.9221191,-0.180,0.462
-20.4784813,-54.6789551,0.451,0.485
-15.8239658,-58.2385254,-0.862,0.438
-1.0436434,-47.0544434,-0.302,0.348
-15.7605359,-48.7683105,0.391,0.440
-3.5901776,-40.6604004,-0.642,0.383
-7.2425974,-38.3972168,-0.617,0.360
-16.4992989,-43.2531738,-0.508,0.367
-2.4931093,-57.7331543,-0.574,0.404
-6.4790672,-38.0017090,-0.554,0.414
-8.0265947,-38.3312988,-0.122,0.402
-22.7457888,-46.9006348,1.088,0.424
-10.9519780,-62.3034668,-0.307,0.490
-29.5065490,-53.5583496,-0.057,0.401
-22.0143603,-49.7790527,0.671,0.482
-8.0483515,-39.0344238,-0.054,0.400
-3.8313699,-42.6159668,0.162,0.464
-6.2606973,-35.2990723,-0.104,0.461
-16.0774856,-45.2746582,-0.817,0.369
-15.3795428,-39.0783691,-0.995,0.385
-4.3573658,-46.4172363,0.440,0.496
-29.3151407,-53.0969238,-0.107,0.467
-10.4337931,-58.8317871,-0.324,0.428
-29.3534512,-52.7893066,-0.763,0.383
-22.2992611,-43.1652832,0.075,0.447
-27.6932559,-52.3059082,0.009,0.430
-3.1734250,-40.4406738,-0.287,0.444
-19.1347889,-47.2082520,-0.429,0.415
-5.2113056,-42.9016113,-0.602,0.365
-3.3489215,-46.2634277,-0.556,0.337
-6.0203850,-51.4929199,-0.488,0.328
-3.7655967,-61.1608887,0.053,0.515
-2.3833455,-49.6691895,-0.419,0.331
-22.8065667,-47.2521973,1.304,0.417
-6.7191648,-38.7268066,-0.008,0.443
-3.3489215,-41.4514160,-0.365,0.443
-5.9985331,-52.3718262,-0.591,0.362
-8.3093413,-36.0021973,0.785,0.435
-0.8019758,-47.2741699,-0.213,0.390
-4.2258996,-47.5158691,-0.420,0.342
-3.8971380,-61.3806152,1.022,0.580
-7.8307313,-35.6945801,-0.319,0.422
-16.7940233,-46.6809082,-0.689,0.350
-6.6100440,-35.5847168,-0.422,0.393
-4.8829942,-38.6828613,-0.343,0.351
-10.1311167,-37.4523926,-0.221,0.399
-7.5694372,-40.0891113,-0.031,0.446
-2.5589632,-49.5593262,-0.407,0.348
-25.3340963,-50.5041504,-0.656,0.378
-3.2173020,-39.4519043,-0.399,0.394
-14.4453192,-40.4846191,-0.591,0.385
-1.5488836,-48.7243652,-0.196,0.467
-15.3159757,-42.9235840,-0.219,0.428
-19.9010533,-41.2316895,-0.347,0.422
-17.9891824,-39.7155762,-0.293,0.481
-7.2643942,-42.1325684,-0.919,0.349
-27.4400400,-53.5363770,-0.222,0.383
-23.0291870,-53.1848145,0.309,0.455
-29.4300290,-50.0866699,0.181,0.419
-3.3489215,-40.1330566,-0.992,0.390
-11.0598206,-51.8225098,0.260,0.507
-3.3050503,-39.5837402,-0.409,0.381
-23.1706634,-46.9885254,0.846,0.466
-25.4730329,-49.0100098,-0.143,0.460
-3.4147247,-58.0847168,-0.472,0.375
-7.8089630,-42.7478027,-0.813,0.369
-18.7815164,-42.9455566,0.819,0.426
-11.5123222,-39.7375488,-0.390,0.335
-11.5769066,-62.1496582,-0.547,0.464
-21.1152490,-42.1105957,0.321,0.444
-3.0856655,-41.0998535,-0.649,0.416
-5.8892605,-45.8898926,-0.364,0.340
-9.1780244,-50.6359863,-0.727,0.335
-13.6780130,-44.5495605,-0.386,0.456
-18.3649523,-40.8581543,-0.367,0.438
-14.8067491,-39.0783691,0.060,0.423
-10.4554016,-38.2873535,-0.460,0.338
-3.2173020,-40.8581543,-0.354,0.403
-1.9661667,-48.9880371,-0.340,0.401
-20.2518900,-42.6159668,-0.252,0.382
-25.5325281,-52.4816895,-0.670,0.382
-0.7580345,-48.1091309,-0.068,0.359
-7.7654229,-38.7048340,-0.768,0.370
-11.0813844,-38.7927246,-0.401,0.412
-23.6143282,-47.1862793,0.292,0.424
-28.3140526,-54.1955566,-0.010,0.399
-15.6547754,-42.9016113,-0.680,0.384
-7.7001044,-39.1662598,-0.502,0.389
-9.2864645,-40.3308105,0.267,0.506
-24.5371290,-50.0427246,-0.079,0.371
-7.7218784,-41.8029785,-0.153,0.420
-8.3310827,-35.8264160,-0.483,0.438
-21.2381821,-42.0666504,-0.779,0.371
-4.5326183,-38.5510254,0.534,0.467
-4.0944111,-40.4187012,0.341,0.458
-7.9177932,-40.3527832,-0.762,0.347
-23.4733235,-45.3405762,0.410,0.453
-24.4771496,-53.9758301,-0.036,0.435
-20.5607954,-41.9787598,0.002,0.416
-26.9906183,-48.8342285,0.509,0.443
-5.1675404,-44.8791504,-0.725,0.429
-23.6747124,-47.0544434,0.444,0.437
-22.7660511,-45.7580566,-0.395,0.438
-16.4992989,-54.6350098,0.653,0.526
-26.7357986,-51.0095215,0.077,0.425
-28.1979261,-55.0305176,-0.254,0.405
-13.4003068,-38.9245605,0.568,0.466
-6.0203850,-45.3845215,-0.284,0.340
-11.4261866,-58.8098145,-0.192,0.487
-6.1733235,-49.4274902,-0.339,0.366
-26.9710372,-53.5144043,0.079,0.423
-2.4492049,-44.7253418,-0.234,0.371
-4.8392069,-43.0114746,-0.423,0.425
-13.6780130,-43.2971191,-0.668,0.370
-25.4531946,-49.3176270,1.112,0.421
-17.5916666,-50.7019043,0.996,0.417
-3.8532931,-44.2858887,-0.232,0.353
-4.4669035,-45.1867676,-0.650,0.390
-16.7519476,-42.4621582,-0.300,0.347
-12.5438394,-40.2868652,-0.290,0.476
-7.2861900,-42.1325684,-0.524,0.338
-7.7001044,-40.0451660,-0.776,0.394
-8.1788678,-41.9787598,-0.820,0.354
-29.2001230,-52.3718262,0.050,0.392
-11.4477230,-53.4045410,-0.451,0.351
-27.2448621,-48.8562012,1.035,0.406
-23.6948343,-53.9099121,-0.275,0.445
-22.6444321,-46.5270996,0.205,0.415
-15.5277906,-55.0964355,-0.195,0.556
-20.8074712,-51.7346191,1.054,0.443
-21.0537441,-42.7917480,0.145,0.384
-20.3961229,-42.4621582,-0.004,0.429
-8.2875987,-36.5734863,0.431,0.459
-6.3480564,-47.5378418,-0.799,0.348
-22.1161768,-54.1735840,0.300,0.529
-19.6322399,-43.2312012,0.882,0.436
-13.5071552,-44.6594238,-0.503,0.436
-2.0979197,-46.5051270,-0.256,0.357
-8.3310827,-70.7629395,-0.193,0.415
-21.3610128,-43.2312012,-0.359,0.454
-4.1820725,-38.2653809,-0.448,0.401
-11.2969342,-40.6604004,-0.426,0.376
-22.5632929,-46.6809082,0.136,0.434
-6.8064439,-36.3977051,-0.327,0.390
-13.5071552,-42.1325684,-0.099,0.375
-13.2078602,-60.8093262,0.919,0.588
-11.9426009,-38.0017090,-0.068,0.485
-9.1346391,-42.8356934,-0.850,0.397
-29.8501727,-50.6799316,0.118,0.423
-12.7368003,-38.6169434,1.139,0.514
-12.8010881,-38.3532715,0.437,0.406
-28.9504752,-49.4055176,-0.118,0.465
-28.3527333,-51.8664551,0.686,0.445
-2.9101249,-44.9011230,-0.270,0.413
-8.6570568,-67.4011230,-0.426,0.428
-25.7306321,-53.3605957,-0.173,0.436
-5.2550677,-36.9470215,-0.162,0.427
-20.7663865,-42.7038574,-0.564,0.383
-14.8704688,-42.0446777,-0.448,0.339
-29.3917473,-53.2507324,-0.224,0.361
-13.4430519,-56.7443848,-0.030,0.468
-29.2959801,-52.6135254,-0.927,0.367
-21.1972157,-46.3293457,-0.547,0.420
-3.3927908,-58.8317871,-0.939,0.391
-12.5867322,-39.0563965,-0.092,0.458
-4.6202287,-43.9123535,-0.321,0.353
-21.2381821,-47.4938965,0.403,0.413
-6.7846256,-35.8923340,-0.224,0.399
-18.6982852,-42.3742676,-0.452,0.358
-11.3184804,-37.7819824,-0.477,0.435
-5.2331870,-38.1115723,0.075,0.448
-2.8881803,-44.9670410,-0.660,0.327
-8.1571180,-70.3894043,-0.237,0.486
-16.3306825,-43.8024902,-0.490,0.397
-28.7965458,-51.0974121,0.135,0.401
-3.3927908,-53.1408691,0.146,0.352
-22.4821059,-42.6379395,0.179,0.454
-5.8674033,-40.6164551,-0.733,0.487
-14.1898373,-42.4401855,-0.246,0.358
-8.8090822,-36.1120605,-0.391,0.384
-14.2324377,-40.9240723,-0.541,0.357
-22.9887378,-45.6921387,-0.409,0.488
-3.9629009,-43.6926270,-0.582,0.344
-32.0173911,-52.1520996,-0.538,0.454
-23.4934763,-54.0856934,0.255,0.454
-19.7563639,-43.5388184,0.657,0.395
-6.4354006,-37.3864746,0.541,0.437
-20.3549272,-45.2746582,-0.462,0.411
-0.4943786,-62.9187012,-1.100,0.400
-1.7465556,-54.6789551,-0.739,0.412
-7.1990006,-35.9143066,0.921,0.416
-8.2441099,-41.4953613,-0.912,0.373
-4.2478122,-42.6818848,-0.277,0.341
-15.6124559,-47.6257324,1.391,0.478
-4.6202287,-44.7912598,-0.350,0.439
-6.6318701,-36.9250488,-0.579,0.437
-4.2478122,-39.2102051,0.262,0.397
-11.6845141,-62.1057129,-0.570,0.468
-4.3573658,-44.5056152,-0.341,0.367
-31.2128010,-52.0202637,-0.068,0.398
-21.9939882,-45.0109863,-0.673,0.403
-1.1315182,-51.2292480,-0.765,0.368
-27.7127098,-51.7565918,0.858,0.471
-4.2916356,-46.3732910,-0.610,0.336
-4.8173122,-44.3298340,-0.451,0.409
-28.4300525,-49.8449707,-0.387,0.404
-22.8875618,-45.3625488,0.943,0.436
-15.2099875,-59.3811035,0.054,0.481
-22.5430006,-46.1315918,-0.731,0.389
-19.2592938,-42.0227051,-0.554,0.382
-29.4300290,-52.1301270,0.163,0.425
-9.0912484,-44.3518066,-0.024,0.460
-7.7436512,-42.6599121,-0.347,0.346
-15.0615146,-49.4934082,-0.286,0.427
-2.0759616,-47.2741699,-0.256,0.364
-18.2189158,-44.5056152,0.315,0.483
-2.9978987,-59.8645020,-0.031,0.477
-18.1562911,-43.0334473,-0.351,0.366
-8.2006163,-35.9802246,0.010,0.404
-3.0417830,-41.7810059,0.038,0.411
-5.5613152,-39.4079590,-0.503,0.414
-20.3549272,-43.4289551,0.629,0.465
-7.5476555,-37.5402832,-0.375,0.395
-14.4240402,-39.6716309,-0.613,0.340
-12.1574857,-51.5148926,0.089,0.492
-19.3215109,-42.3962402,0.043,0.436
-22.7863104,-42.7038574,-0.182,0.462
-16.8150577,-42.3303223,0.348,0.455
-5.4300853,-44.4836426,-0.378,0.419
-21.5655017,-43.0773926,-0.347,0.413
-3.5463174,-60.1940918,-1.259,0.375
-0.1428221,-67.0495605,-0.141,0.531
-3.1953637,-41.6491699,0.403,0.498
-15.8028247,-43.0114746,-0.152,0.444
-5.5831840,-40.7263184,-0.700,0.409
-26.9514527,-48.9440918,0.912,0.461
-10.4770087,-55.4919434,-0.400,0.386
-28.9889219,-51.0534668,-0.315,0.424
-27.9264736,-52.1301270,-0.465,0.435
-21.2381821,-47.3400879,-0.188,0.401
-15.2099875,-41.2976074,-0.318,0.422
-9.8065034,-56.0412598,-0.249,0.436
-24.6969338,-47.6257324,-0.760,0.402
-21.4428427,-42.3522949,-0.144,0.447
-4.9705600,-45.0109863,-0.416,0.377
-20.3137206,-42.2863770,-0.697,0.379
-13.1436775,-42.8137207,-0.597,0.355
-14.0193555,-41.1657715,-0.762,0.352
-19.5080198,-44.6594238,-0.271,0.430
-29.9073289,-51.2292480,0.872,0.427
-5.7362428,-37.5402832,-0.222,0.343
-7.4169421,-37.3425293,-0.497,0.358
-3.6998186,-61.5124512,-0.444,0.453
-26.6376385,-48.8122559,-0.299,0.423
-25.0955481,-52.1520996,-0.239,0.383
-29.6975960,-52.2839355,0.027,0.427
-7.3297783,-37.4304199,-0.495,0.380
-12.4794869,-61.1828613,-0.877,0.410
-3.8532931,-38.5729980,1.294,0.416
-2.4052990,-56.4807129,-0.839,0.415
-22.0754590,-49.7351074,0.038,0.448
-6.6536952,-35.6506348,-0.343,0.406
-6.9155204,-41.6052246,-0.516,0.404
-26.9122734,-53.1408691,0.104,0.442
-21.0742486,-48.0432129,0.686,0.414
-1.2852926,-49.4274902,-0.733,0.332
-9.3948711,-37.2326660,0.164,0.451
-7.0681852,-35.9143066,0.031,0.407
-10.5418209,-38.2434082,-0.514,0.373
-23.1908622,-46.9445801,1.058,0.390
-23.2716267,-45.8679199,1.092,0.426
-2.9320690,-59.3151855,-0.539,0.423
-16.9412147,-39.1442871,0.568,0.440
-10.6714043,-37.5842285,-0.361,0.371
-20.6636257,-41.8029785,-0.431,0.392
-8.3093413,-36.1999512,-0.380,0.380
-10.3041101,-37.5842285,-0.241,0.436
-25.9876744,-53.2067871,-0.790,0.417
-21.7288855,-41.3195801,1.570,0.426
-6.9373327,-37.7819824,-0.612,0.389
-18.4483464,-42.5720215,-0.656,0.358
-20.7663865,-54.9645996,-0.116,0.441
-20.3755265,-41.1218262,0.069,0.473
-7.8742645,-37.0568848,-0.776,0.381
-2.3394375,-45.5603027,-0.146,0.352
-3.4147247,-53.4484863,-0.541,0.362
-24.1367278,-47.5598145,-0.261,0.417
-9.6332456,-36.1999512,0.593,0.475
-22.8470703,-42.9016113,0.156,0.468
-7.2425974,-47.3620605,-0.524,0.328
-24.4571501,-51.2951660,-0.332,0.476
-0.6701507,-50.1965332,-1.096,0.341
-9.8930985,-55.6896973,-0.419,0.408
-21.1562380,-46.6589355,-0.384,0.410
-5.2769476,-40.1110840,-0.749,0.323
-16.0563712,-47.9113770,0.497,0.468
-22.2382596,-42.7038574,0.014,0.437
-22.3195891,-45.5383301,0.403,0.452
-12.0500648,-38.5729980,-0.342,0.353
-4.1382430,-38.5290527,0.104,0.434
-14.8492310,-46.9665527,-0.950,0.372
-4.9924497,-38.9245605,-0.515,0.385
-10.8225151,-40.3088379,-0.410,0.339
-13.0580745,-42.6159668,-0.103,0.375
-3.9848207,-39.4958496,-0.334,0.355
-31.4380367,-53.8439941,-0.185,0.404
-10.3905714,-57.7111816,-0.033,0.537
-26.8534790,-53.2067871,-0.176,0.436
-3.4585910,-51.0534668,-0.558,0.330
-4.1382430,-38.9025879,-0.073,0.423
-10.0878536,-62.3254395,-0.382,0.461
-7.3951528,-39.2541504,-0.237,0.368
-11.9855916,-41.2097168,-0.548,0.323
-26.8142658,-49.2077637,-0.004,0.433
-3.7436712,-59.6447754,-0.636,0.374
-8.8090822,-48.6145020,-0.225,0.358
-7.3515708,-35.1672363,0.102,0.430
-21.1972157,-45.5383301,-0.567,0.386
-8.0048367,-37.6281738,-0.615,0.416
-25.3936601,-53.1188965,-0.263,0.402
-21.0332369,-43.5168457,-0.480,0.365
-12.3507339,-44.8571777,-0.209,0.383
-15.6970862,-44.0222168,0.649,0.501
-20.6636257,-40.9899902,0.062,0.446
-26.5590496,-49.1198730,0.265,0.456
-5.9985331,-45.7580566,-0.675,0.326
-3.5901776,-40.3967285,-0.427,0.358
-16.0352546,-60.0622559,0.017,0.530
-20.5607954,-43.8684082,0.072,0.432
-4.6640299,-38.8586426,-0.922,0.372
-15.7393882,-47.7795410,1.056,0.490
-20.7252905,-42.6599121,-0.504,0.420
-27.7321603,-52.4377441,0.214,0.383
-1.2633253,-47.9113770,0.903,0.486
-10.7145865,-38.6389160,-0.664,0.412
-9.4598988,-36.0241699,0.988,0.465
-4.3792747,-44.7253418,-0.427,0.376
-17.5707203,-41.9787598,-0.605,0.378
-19.9836736,-50.1086426,-0.107,0.428
-3.2831139,-39.5178223,0.149,0.406
-24.2569809,-52.0422363,-0.759,0.389
-26.2441559,-53.1848145,-0.169,0.411
-27.6932559,-53.1628418,0.213,0.397
-23.9159700,-52.6135254,0.012,0.446
-25.2745031,-54.0417480,0.057,0.438
-3.6559638,-44.6374512,-0.756,0.353
-21.2996102,-51.8225098,0.780,0.442
-31.4755236,-52.7014160,-0.677,0.374
3.8094460,-51.8664551,0.253,0.527
-8.2441099,-38.7927246,-0.385,0.353
-26.8142658,-53.3166504,-0.342,0.412
-6.4572344,-49.8449707,-0.308,0.410
-17.1932744,-41.4294434,-0.580,0.323
-5.2769476,-39.5617676,-0.764,0.380
-29.6975960,-52.4816895,-0.222,0.399
-9.0044514,-37.8479004,-1.017,0.374
-11.2538371,-57.5134277,1.408,0.528
-1.7685179,-47.7795410,-0.157,0.422
-10.9519780,-62.5012207,-0.758,0.451
-28.3720684,-51.5588379,-0.287,0.376
-18.7815164,-46.2634277,0.340,0.464
-22.6647094,-44.8571777,0.624,0.479
-22.5632929,-46.7468262,-0.142,0.417
-3.7436712,-43.8464355,-0.264,0.354
-26.9710372,-50.1525879,0.019,0.405
-3.0637244,-58.1506348,-0.588,0.459
-7.8742645,-39.8034668,-0.553,0.338
-9.1997151,-36.4196777,-0.340,0.345
-4.0944111,-38.4631348,0.322,0.477
-3.8752158,-40.7043457,-0.279,0.384
-30.1926178,-51.2072754,0.575,0.452
-20.0249676,-41.7590332,-0.495,0.391
-18.3649523,-43.0114746,-0.747,0.355
-11.4907908,-37.9138184,0.423,0.475
-23.9762142,-46.4611816,0.687,0.445
-27.2643953,-49.6252441,0.000,0.442
-27.4790343,-48.4387207,0.610,0.460
-3.2831139,-51.5588379,-0.614,0.402
-6.1733235,-52.0422363,-0.473,0.344
-9.1780244,-43.0114746,-0.291,0.415
-3.2831139,-44.0441895,-0.277,0.343
-7.4169421,-37.9797363,-0.749,0.354
-3.3708564,-44.1540527,-0.647,0.344
-24.8565339,-48.0871582,-0.441,0.446
-16.9412147,-42.2424316,-0.713,0.375
-22.2179198,-43.1652832,-0.452,0.439
-28.5845213,-49.0979004,0.639,0.443
-9.6332456,-37.4963379,-0.303,0.330
-27.4205377,-52.2399902,0.224,0.441
-23.7350688,-46.7907715,1.493,0.435
-9.0261526,-42.7038574,0.498,0.487
-3.6778914,-39.5397949,-0.424,0.423
-10.6714043,-37.4304199,0.685,0.474
-12.6939327,-60.1281738,0.420,0.547
-8.4180361,-40.5944824,-0.943,0.346
-2.0979197,-48.6804199,0.361,0.542
-20.8280094,-41.4074707,-0.727,0.396
-5.2769476,-35.7385254,-0.481,0.429
-27.2643953,-49.8669434,-0.134,0.411
-23.6344594,-46.6369629,1.521,0.417
-3.5463174,-41.5612793,-0.678,0.399
-23.2110579,-48.3288574,0.781,0.481
-10.7361753,-62.2814941,0.606,0.507
-6.4790672,-38.5729980,-0.253,0.429
-10.9519780,-37.1228027,1.032,0.476
-22.4821059,-43.6047363,0.588,0.441
-20.6430652,-51.5148926,0.875,0.452
-22.9280413,-52.1520996,1.209,0.504
-20.3755265,-47.1203613,-0.358,0.478
-14.3601909,-42.6159668,0.001,0.422
-3.5024552,-41.5393066,0.035,0.349
-24.5970797,-48.8781738,-0.476,0.466
-1.7904800,-50.4162598,-0.851,0.388
-26.9710372,-51.3171387,-0.385,0.418
-1.6147764,-47.9333496,-0.726,0.367
-18.4483464,-39.9572754,0.547,0.449
-10.9735497,-38.1555176,0.218,0.475
-10.9304048,-69.7961426,-0.477,0.418
-25.5325281,-50.7019043,-0.423,0.411
-7.5258726,-39.9353027,-0.239,0.345
-8.7656527,-38.9465332,-0.245,0.445
-24.1567778,-47.2521973,-0.337,0.419
-30.6284584,-52.6135254,-0.657,0.374
-21.0947502,-45.5383301,1.069,0.463
-18.1562911,-49.6472168,0.488,0.447
-15.1039461,-41.0119629,-0.633,0.407
-11.3400249,-40.2429199,-0.361,0.368
-5.5613152,-44.4396973,-0.064,0.354
-6.5227299,-36.7712402,-0.706,0.346
-10.4770087,-40.1989746,0.581,0.464
-7.6783293,-38.2434082,-0.860,0.336
-18.4275017,-43.4069824,-0.418,0.379
-3.7436712,-58.4143066,-0.515,0.403
-8.0918616,-36.4636230,-0.147,0.442
-22.7863104,-42.9235840,1.240,0.434
-22.1568828,-46.5270996,-0.218,0.424
-13.1864679,-39.7155762,0.112,0.387
-19.7977172,-45.0109863,0.552,0.428
-28.0816733,-54.9426270,-0.311,0.414
-4.1820725,-38.8806152,0.281,0.419
0.9118267,-52.0202637,-0.405,0.480
-23.7350688,-46.5930176,1.283,0.420
-20.6019358,-48.5705566,0.155,0.440
-9.0478525,-37.3864746,-0.508,0.420
-20.6019358,-45.3845215,-0.485,0.419
-18.7399059,-43.4509277,-0.684,0.388
-4.3792747,-44.0661621,-0.706,0.353
-23.7953972,-50.1965332,-0.220,0.415
-23.5337726,-49.4934082,0.479,0.413
-28.3913999,-49.0979004,0.331,0.430
-28.4686909,-48.9880371,0.788,0.420
-6.1951683,-44.2199707,-0.585,0.350
-28.3527333,-48.7902832,0.712,0.457
-12.8867796,-38.6828613,1.154,0.511
-8.0918616,-37.5842285,-0.250,0.408
-13.1864679,-44.3078613,-0.457,0.334
-6.7628064,-39.6936035,-0.538,0.332
-23.0494070,-46.8347168,0.388,0.434
-21.2791370,-43.1872559,0.644,0.433
-3.3050503,-58.2385254,-0.179,0.376
-27.3815228,-54.0417480,-0.468,0.396
-26.6376385,-52.8991699,-0.191,0.424
-13.1222796,-39.4519043,-1.021,0.457
-20.4373076,-44.3737793,-0.786,0.355
-6.0203850,-47.9333496,0.552,0.496
-8.7439361,-39.0124512,-0.381,0.388
-9.5899171,-46.4172363,-0.686,0.334
-24.6370310,-53.2946777,-0.126,0.431
-20.1075229,-40.8361816,-0.199,0.435
-6.8064439,-69.9938965,-0.588,0.416
-14.2537350,-43.7365723,-0.239,0.404
-16.3306825,-45.3845215,-0.115,0.410
-6.8937071,-40.1550293,-0.017,0.494
-20.0043220,-43.9562988,1.220,0.444
-21.8105080,-48.1530762,0.984,0.410
-24.9960153,-52.1301270,-0.625,0.355
-30.0025165,-52.8991699,0.775,0.439
-26.5787018,-52.7014160,-0.571,0.421
-15.9930146,-42.2204590,0.110,0.465
-21.9124706,-45.1647949,-0.067,0.393
-26.8142658,-53.6682129,-0.272,0.369
-4.6859294,-45.5603027,-0.198,0.360
-25.4333530,-51.5148926,0.041,0.429
-31.4755236,-53.0969238,-0.010,0.424
-19.5080198,-41.9567871,-0.111,0.429
-8.2441099,-40.5285645,-0.628,0.351
-22.8673176,-42.6379395,0.653,0.487
-10.5202184,-40.2429199,0.503,0.443
-2.6467632,-49.1418457,-0.797,0.355
-3.4147247,-44.4177246,-0.269,0.371
-22.8065667,-46.2854004,0.629,0.453
-12.7796606,-42.7917480,-0.757,0.347
-10.0013102,-37.6721191,-0.510,0.426
-11.6845141,-62.2814941,-0.308,0.511
-20.6430652,-42.5061035,-0.744,0.367
-19.0517333,-42.5939941,-0.729,0.387
-26.3032638,-49.4055176,-0.050,0.401
-20.1694109,-44.1760254,0.246,0.438
-24.3370866,-50.6140137,1.173,0.430
-12.0715524,-40.9460449,-0.639,0.322
-22.0347295,-55.7556152,-0.652,0.467
-8.2223637,-63.2702637,-0.728,0.397
-6.6100440,-37.4304199,-0.503,0.391
-7.1553996,-36.0461426,0.288,0.393
-3.4366581,-45.1647949,-0.218,0.345
-21.8920839,-49.6032715,0.136,0.435
-25.8691090,-49.1418457,1.075,0.444
-17.2981985,-49.0319824,1.104,0.440
-17.4869108,-42.0227051,-0.576,0.423
-5.8455454,-39.4299316,-0.727,0.344
-26.0469124,-49.7131348,0.037,0.385
-8.2441099,-35.9143066,0.148,0.445
-9.0044514,-36.4196777,-0.858,0.395
-24.7767595,-48.4826660,-0.126,0.410
-28.1979261,-48.6584473,0.626,0.457
-23.3321679,-51.1853027,1.170,0.453
-19.5494371,-42.8356934,-0.295,0.459
-4.1382430,-55.5798340,-0.509,0.362
-23.6143282,-46.8127441,0.642,0.412
-2.7565043,-55.1843262,-0.968,0.377
-11.3831090,-38.8806152,-0.389,0.414
-27.9070579,-48.6364746,0.233,0.441
-22.3195891,-42.8796387,0.369,0.422
-4.7516240,-46.1096191,-0.539,0.355
-8.8090822,-35.6286621,0.757,0.469
-6.5008990,-36.3317871,0.399,0.448
-15.3795428,-43.7365723,-0.839,0.418
-0.8019758,-50.0207520,-0.863,0.341
-29.4108899,-51.9323730,0.430,0.452
-8.2875987,-35.4528809,-0.596,0.416
-1.3951258,-47.6696777,-0.439,0.405
-13.8700799,-40.0671387,1.024,0.430
-6.2825384,-43.9782715,-0.233,0.371
-18.3440975,-48.2189941,0.817,0.481
-8.0918616,-37.1887207,-0.187,0.388
-4.1163273,-43.9782715,-0.782,0.351
-2.9101249,-65.8190918,-0.791,0.401
-6.0203850,-43.7365723,-0.308,0.389
-14.7430107,-39.6276855,-0.432,0.369
-23.6143282,-46.3073730,0.692,0.460
-3.1734250,-43.4948730,-0.247,0.402
-29.0081399,-51.2072754,0.481,0.444
-7.7436512,-38.7927246,-0.214,0.344
-1.3731595,-48.4167480,1.273,0.436
-10.5418209,-39.6496582,-0.711,0.378
-2.0100856,-59.5349121,-0.454,0.419
-13.5712413,-42.3303223,-0.561,0.342
-24.7967079,-50.0427246,-0.108,0.435
-7.4823037,-39.0124512,0.411,0.465
-9.6332456,-43.1652832,-0.255,0.366
-8.6787785,-39.4299316,-0.558,0.448
-23.8356006,-53.7561035,0.396,0.464
-13.0580745,-38.7487793,-0.086,0.440
-19.9217124,-45.7141113,-0.041,0.462
-1.9222467,-50.8337402,0.547,0.472
-18.5317000,-42.5720215,0.343,0.464
-22.1365313,-51.3830566,0.920,0.429
-12.6510579,-39.2541504,-0.513,0.452
-4.8829942,-42.1545410,-0.549,0.411
-15.1039461,-43.9782715,-0.415,0.426
-23.4733235,-53.0749512,0.905,0.488
-27.3034516,-50.5700684,1.423,0.416
-2.1418349,-48.2629395,-0.429,0.345
-22.0754590,-47.9772949,0.035,0.445
-27.2057853,-49.6252441,1.045,0.420
-9.1780244,-61.7321777,-0.240,0.520
-22.1772314,-54.8327637,-0.011,0.526
-16.3939308,-45.5383301,-0.399,0.376
-8.0265947,-35.6726074,-0.341,0.410
-19.8183898,-45.0109863,0.667,0.440
0.6262082,-50.0866699,-0.460,0.364
-30.1926178,-51.0095215,0.488,0.420
-13.9127399,-42.1984863,-1.087,0.373
-3.7217452,-46.1096191,-0.259,0.430
-11.7705700,-41.5832520,-0.264,0.405
-21.8716943,-45.9338379,-0.264,0.379
-12.9296144,-43.9343262,-0.601,0.388
-9.7415422,-36.6833496,0.980,0.430
