latitude,longitude,rwi,error
-25.3142351,-50.3503418,-0.217,0.381
-2.6028640,-43.3630371,-0.416,0.328
-21.0127268,-54.6569824,-0.415,0.442
-10.3689583,-38.3312988,0.237,0.442
-12.3078021,-44.5715332,0.170,0.378
-7.1335976,-35.8483887,-0.220,0.436
-23.5941939,-46.5490723,1.698,0.413
-28.8350495,-49.5373535,-0.382,0.431
-2.0100856,-49.4494629,-0.332,0.360
-28.9312465,-49.8669434,-0.584,0.389
-1.0216743,-48.1530762,-0.047,0.370
-6.6973426,-47.2741699,-1.001,0.328
-2.4052990,-56.2390137,-0.954,0.397
-3.2173020,-60.3039551,-0.372,0.391
-14.6792536,-39.9353027,-0.318,0.324
-5.7362428,-48.3068848,0.567,0.483
-26.1061204,-48.5925293,0.355,0.462
-7.9830776,-35.5847168,0.461,0.484
-9.4382242,-63.3361816,-0.018,0.417
-9.8930985,-39.6716309,-0.373,0.386
-5.8018269,-35.9802246,0.156,0.425
-16.6677684,-49.2736816,1.594,0.431
-27.0689087,-53.5363770,-0.445,0.467
-1.7904800,-54.3933105,-0.845,0.411
-27.2253254,-52.3278809,0.053,0.463
-1.9002862,-55.9313965,-0.537,0.420
-2.1418349,-44.8352051,-0.610,0.336
-21.9124706,-45.5603027,-0.096,0.393
-27.2448621,-53.6242676,-0.201,0.428
-1.2633253,-46.4172363,-0.019,0.345
-6.2388552,-49.2956543,-0.215,0.431
-22.6241518,-46.9226074,0.483,0.436
-29.5256700,-52.2180176,-0.288,0.442
-27.1862418,-53.7121582,0.909,0.469
-26.9514527,-52.5695801,-0.299,0.425
-4.4449973,-42.8356934,0.072,0.382
-3.0856655,-57.9089355,-0.673,0.393
-19.5080198,-44.7912598,0.044,0.426
-29.5447873,-52.3278809,-0.059,0.410
-29.4682962,-50.5700684,0.617,0.455
1.0875811,-69.3347168,-0.518,0.418
-9.2430925,-37.3425293,0.539,0.463
-4.2039864,-43.9343262,-0.276,0.383
-21.9124706,-47.6037598,0.863,0.464
-23.5941939,-51.6687012,0.275,0.450
-21.1357449,-44.4616699,0.005,0.461
-29.5830112,-50.9875488,0.183,0.426
-7.7436512,-48.3288574,-0.784,0.350
-11.9211029,-41.8469238,-0.063,0.486
-6.2825384,-35.1232910,-0.190,0.408
-10.4770087,-40.1770020,0.857,0.472
-1.1095498,-47.6257324,0.733,0.473
-25.9481659,-49.7131348,0.077,0.404
-25.4531946,-49.3615723,1.105,0.421
-26.8338741,-52.9650879,-0.051,0.444
-4.5545219,-40.1770020,-0.753,0.348
-9.3298312,-40.4626465,-0.084,0.457
-6.0640861,-39.6936035,-0.743,0.416
-21.2791370,-46.9445801,-0.172,0.396
-17.0882909,-42.2644043,0.770,0.496
-2.0320445,-47.8234863,-0.599,0.379
-11.6845141,-62.1496582,-0.846,0.484
-13.3361750,-41.2316895,-0.505,0.362
-4.3135463,-58.6340332,-0.544,0.366
-29.5447873,-50.1086426,-0.260,0.448
-22.6241518,-43.0554199,0.609,0.415
-11.6199546,-38.8366699,-0.251,0.397
-17.0042615,-40.9899902,-0.406,0.411
-25.0358382,-50.8337402,-0.073,0.439
-6.3698938,-46.5051270,-0.799,0.350
-21.1767283,-40.9020996,0.169,0.460
-23.5136260,-46.9665527,1.008,0.445
-9.1346391,-36.3757324,-0.015,0.447
-7.2207995,-35.8264160,-0.133,0.447
-7.3951528,-38.6389160,-0.241,0.361
-23.4330087,-46.2634277,0.585,0.426
-20.9306583,-44.5275879,-0.305,0.428
-26.8142658,-50.8776855,-0.555,0.414
-8.6136097,-36.4636230,-0.506,0.398
-30.7795979,-53.0529785,-0.680,0.367
-20.2518900,-42.8356934,-0.417,0.402
-27.0101960,-52.6354980,0.827,0.432
-15.6970862,-49.1638184,-0.652,0.455
-19.4044302,-42.4401855,-0.214,0.422
-27.3424940,-53.3605957,0.303,0.431
-23.8356006,-47.4279785,-0.419,0.410
-21.9328544,-53.2067871,0.081,0.417
-14.6367386,-42.8796387,0.002,0.392
-19.9217124,-41.2316895,-0.646,0.352
-17.5288204,-41.4294434,-0.225,0.325
-25.1950000,-53.9538574,0.172,0.416
-3.7875216,-49.4055176,-0.455,0.417
-29.5256700,-51.7785645,-0.493,0.405
-23.2918101,-47.0983887,0.477,0.452
-1.3731595,-48.1970215,-0.156,0.480
-3.2831139,-41.8469238,-0.233,0.417
-9.1563324,-40.2868652,-0.621,0.438
-5.5394455,-48.9001465,-0.512,0.377
-10.7793483,-43.3630371,-0.790,0.354
-16.7309063,-42.1325684,-0.801,0.355
-6.8064439,-50.1745605,-0.415,0.359
-23.3725134,-46.4611816,0.724,0.470
-19.4458740,-40.8361816,-0.300,0.407
-26.8926787,-52.0202637,-0.112,0.388
-7.5476555,-37.7819824,0.450,0.402
-25.1353386,-54.3054199,0.899,0.458
-10.4121830,-37.0568848,0.032,0.404
-10.0662199,-40.3967285,-0.604,0.473
-26.7750390,-53.4704590,0.040,0.406
-22.7457888,-55.5798340,0.107,0.441
-2.2955282,-54.5031738,-0.498,0.383
-3.9629009,-59.2053223,-0.737,0.372
-12.4794869,-44.6374512,-0.347,0.354
-12.2863336,-39.3640137,0.142,0.413
-9.5465832,-36.5734863,0.091,0.436
-7.8089630,-42.3742676,-0.086,0.339
-9.1346391,-62.1057129,-0.707,0.405
-26.2441559,-52.9870605,-0.056,0.451
-26.3426524,-53.0749512,-0.084,0.431
-2.8003980,-42.5939941,-0.352,0.348
-27.1471444,-53.6682129,-0.130,0.442
-30.7607184,-52.1960449,-0.555,0.325
-21.9532352,-50.4821777,0.636,0.457
-21.8716943,-50.6799316,0.782,0.471
2.7565043,-60.5456543,-0.338,0.443
-5.0581143,-44.2639160,-0.868,0.416
-26.1850178,-50.2185059,-0.641,0.359
-2.5370123,-49.5153809,-0.595,0.385
-9.7631974,-38.0895996,-0.169,0.356
-12.3507339,-39.5178223,-0.524,0.348
-20.8280094,-42.4182129,-0.652,0.354
-5.4738318,-42.8796387,-0.440,0.389
-8.7439361,-35.8264160,-0.079,0.406
-1.7026302,-48.3068848,-0.368,0.348
-9.0695511,-36.5954590,-0.134,0.405
-11.9426009,-41.6711426,-0.358,0.356
-17.7172934,-43.1213379,-0.314,0.424
-20.9306583,-46.4611816,-0.117,0.393
-17.7591494,-41.2976074,-0.155,0.322
-2.9978987,-42.4182129,-0.724,0.370
-20.8074712,-43.1433105,-0.547,0.423
-26.0074237,-49.1418457,-0.584,0.448
-1.8124418,-55.3381348,-0.700,0.412
-27.1080334,-51.6906738,-0.353,0.405
-17.0462809,-49.4274902,0.137,0.408
-6.4572344,-48.8781738,0.486,0.452
-23.5740566,-52.2839355,-0.346,0.416
-24.2169091,-51.2951660,-0.229,0.423
-14.7005081,-40.2648926,-0.575,0.413
-14.0406726,-54.3273926,-1.145,0.422
-23.0898380,-47.0544434,-0.023,0.488
-23.7551814,-46.4831543,0.763,0.420
-15.0402957,-40.5944824,-0.851,0.385
-22.1772314,-49.0319824,0.535,0.422
-12.0715524,-39.1003418,-0.101,0.432
-15.6124559,-43.9562988,-0.828,0.397
-28.6038140,-49.5593262,0.402,0.461
-26.7554205,-49.4274902,0.283,0.432
-22.2585964,-43.6926270,0.749,0.458
-16.1197076,-49.2517090,-0.622,0.430
-27.0884727,-49.4494629,0.050,0.405
-24.4771496,-51.2292480,-0.515,0.364
-5.8018269,-39.1442871,-0.005,0.465
-7.3733623,-41.1437988,0.507,0.480
-23.9762142,-46.3513184,1.067,0.492
-5.1675404,-40.6604004,0.524,0.427
-7.4387304,-37.1667480,-0.597,0.398
-19.4458740,-42.1105957,-0.390,0.425
-21.6880569,-42.9235840,-0.635,0.360
-28.3913999,-54.3933105,-0.342,0.381
-15.4430906,-42.8576660,-0.934,0.393
-7.5040887,-38.0017090,-0.409,0.354
-4.2258996,-43.7805176,-0.861,0.351
-23.0494070,-45.7141113,0.713,0.490
-12.8225137,-42.7478027,-0.043,0.448
-11.8996033,-37.7160645,-0.500,0.357
-14.4453192,-56.7883301,0.510,0.533
-17.3820946,-41.1218262,-0.444,0.433
-18.9894144,-42.5720215,-0.574,0.428
-5.8455454,-35.6945801,0.663,0.465
-1.5928123,-48.3068848,-0.247,0.373
-4.7297265,-37.6062012,-0.273,0.366
-27.0297703,-51.1853027,-0.287,0.438
-4.9048867,-42.4401855,-0.381,0.407
-20.0249676,-41.0998535,-0.490,0.408
-18.5941885,-41.2316895,-0.643,0.399
-20.6430652,-40.5065918,0.994,0.430
-11.4907908,-37.6062012,-0.252,0.387
-13.6993616,-42.8356934,-0.171,0.423
-11.7705700,-62.5891113,-0.377,0.457
-0.5822654,-50.8117676,-0.562,0.367
-5.6706511,-35.2770996,0.500,0.462
-25.4333530,-52.6135254,-0.099,0.369
-16.8360897,-48.8342285,-0.711,0.429
-29.6212207,-51.4270020,0.045,0.433
-3.9409805,-38.5070801,0.029,0.442
-8.4832384,-36.9030762,0.175,0.484
-3.1953637,-42.3742676,-0.734,0.375
-19.8597269,-44.0881348,0.534,0.471
0.9557662,-60.4357910,0.299,0.549
-5.5831840,-35.6066895,-0.369,0.442
-4.6859294,-38.9685059,-0.209,0.367
-4.0067400,-54.8107910,-0.724,0.388
-5.9766803,-40.5505371,-0.401,0.384
-12.6939327,-38.9465332,-0.136,0.464
-20.1281550,-40.9680176,-0.200,0.430
-11.5123222,-41.7810059,-0.239,0.413
-12.9724418,-39.6276855,-0.723,0.400
-14.6154780,-41.8469238,0.062,0.446
-19.0932663,-42.2644043,0.221,0.468
-5.0800010,-37.4304199,-0.556,0.449
-19.3215109,-42.2644043,-0.509,0.397
-4.8829942,-40.8142090,-0.683,0.397
-27.2057853,-51.5368652,0.071,0.391
-30.2116078,-51.1413574,1.047,0.474
-28.1785594,-52.0422363,0.813,0.418
-7.3079846,-50.0207520,-0.282,0.449
-24.6969338,-50.8557129,-0.159,0.377
-3.8752158,-42.4401855,-0.738,0.372
-4.1382430,-40.5944824,0.802,0.444
-7.6129974,-40.0671387,-0.678,0.400
-25.1353386,-52.1081543,-0.414,0.383
-27.7904908,-52.4816895,0.529,0.406
-29.3342978,-51.7565918,0.187,0.437
-3.3708564,-58.8977051,-0.714,0.387
-3.5024552,-57.4475098,-1.264,0.374
-3.8313699,-62.2814941,-0.592,0.384
-8.0918616,-70.7409668,-0.540,0.416
-7.0899903,-38.7707520,-0.443,0.409
-26.3032638,-48.6364746,0.884,0.461
-4.6202287,-40.7702637,-0.552,0.388
-10.6282159,-39.5397949,-0.524,0.386
-5.0581143,-38.0236816,-0.327,0.459
-5.2550677,-43.8684082,-0.075,0.428
-10.6929962,-44.3078613,-0.488,0.339
-14.4027591,-43.5388184,0.058,0.473
-27.2057853,-53.7561035,-0.085,0.425
-21.5450657,-48.5266113,0.698,0.468
-18.7399059,-41.0778809,-0.625,0.451
-10.8440961,-61.4465332,0.291,0.512
-27.4010320,-49.7351074,-0.313,0.405
-16.8360897,-49.2517090,1.485,0.426
-15.2099875,-43.0773926,-0.874,0.397
-9.5899171,-36.7932129,-0.334,0.388
-30.7229484,-52.1301270,-0.443,0.390
-14.8492310,-42.7917480,-0.397,0.434
-8.3310827,-40.1330566,-0.359,0.337
-11.0598206,-61.5344238,-0.514,0.406
-16.2885057,-39.0344238,0.794,0.492
-25.2943708,-50.6799316,-0.452,0.409
-7.5476555,-37.4963379,-0.350,0.335
-21.4837405,-41.1877441,-0.159,0.429
-12.9510290,-42.6599121,-0.477,0.401
-14.5516838,-41.7590332,-0.822,0.356
-15.6547754,-38.9904785,-0.608,0.366
-4.0724942,-38.6608887,-0.009,0.411
-9.4165483,-36.3977051,-0.127,0.416
-23.3926816,-46.3293457,1.103,0.419
-16.4571585,-44.4616699,-0.145,0.368
-25.1552290,-50.8117676,-0.512,0.431
-19.3629758,-40.4846191,0.223,0.419
-8.3528229,-36.5734863,0.331,0.460
-23.8958823,-53.4265137,0.423,0.462
-16.1830238,-47.9992676,0.092,0.449
0.8898568,-51.2512207,-0.301,0.483
0.5822654,-50.1965332,-0.646,0.368
-15.5489602,-55.1843262,0.887,0.531
-18.8023178,-40.6604004,-0.962,0.402
-19.5494371,-43.7585449,0.399,0.439
-19.4665919,-43.9123535,0.194,0.404
-9.0044514,-35.2770996,-0.396,0.384
-8.4397714,-38.8146973,-0.513,0.471
-20.2931131,-40.6164551,-0.246,0.395
-21.7288855,-45.4504395,-0.349,0.436
-8.8742168,-49.7131348,0.797,0.517
-18.1354112,-41.2756348,-0.784,0.411
-8.6353339,-36.1340332,-0.291,0.403
-2.9320690,-42.9235840,-0.299,0.369
-17.2981985,-42.3303223,-1.019,0.410
-10.7577626,-62.1716309,-0.673,0.467
-11.8781020,-39.0563965,-0.601,0.435
-12.0500648,-44.7033691,-0.711,0.398
-27.4985263,-48.8342285,-0.005,0.422
-5.9766803,-38.3312988,-0.372,0.385
-1.5488836,-48.2849121,-0.104,0.357
-22.4414945,-44.4616699,0.737,0.458
-4.8392069,-42.4401855,-0.567,0.365
-27.8293604,-52.9431152,-0.069,0.413
-16.9622326,-42.3742676,-0.825,0.348
-2.7126091,-60.1501465,-0.488,0.400
-28.6809493,-49.5593262,-0.029,0.413
-26.8534790,-52.0422363,0.019,0.438
-4.6421296,-44.3737793,-0.516,0.351
-8.0483515,-34.9914551,0.600,0.402
-12.1360050,-38.5729980,-0.496,0.412
-14.3601909,-56.4147949,-0.083,0.473
-5.1018870,-45.1647949,-0.201,0.324
-26.5000725,-48.9221191,0.737,0.452
-25.3142351,-49.1418457,0.828,0.469
-15.5277906,-57.9309082,-0.278,0.488
-21.7492955,-45.4504395,-0.615,0.438
-6.9591440,-41.8029785,-0.356,0.338
-21.7084727,-41.1437988,0.273,0.387
-21.2586610,-49.2736816,-0.288,0.439
-22.7255234,-47.3840332,0.859,0.423
-27.4790343,-49.6911621,0.016,0.427
-20.7869302,-43.1433105,-0.388,0.405
-8.0265947,-50.2185059,-0.588,0.415
-9.8930985,-55.8215332,-0.339,0.483
-20.7663865,-47.8454590,1.360,0.430
-21.6267923,-45.9777832,-0.630,0.421
-21.0127268,-42.6599121,-0.101,0.413
-11.5123222,-38.9465332,-0.461,0.453
-11.5123222,-38.9245605,-0.294,0.408
-5.4957038,-36.9030762,0.495,0.447
-3.0198411,-45.5603027,-0.381,0.362
-15.1039461,-50.6359863,0.753,0.491
-6.3043786,-51.4709473,-0.682,0.397
-24.9960153,-50.8996582,-0.440,0.371
-18.2606530,-42.9235840,-0.724,0.347
-28.7387635,-53.1848145,0.015,0.425
-10.0445848,-67.8625488,-0.194,0.572
-24.1367278,-51.8005371,-0.167,0.378
-3.4147247,-64.7204590,-0.469,0.410
-8.7439361,-37.6940918,-0.013,0.377
-14.5091441,-40.2429199,-0.852,0.372
-9.1780244,-37.8259277,-0.173,0.394
-25.9876744,-49.1857910,0.000,0.420
-7.7218784,-36.0900879,-0.365,0.377
-20.0662507,-44.1101074,0.233,0.435
-1.9881263,-47.6916504,-0.638,0.372
-11.8350943,-41.7370605,-0.178,0.419
-4.2697242,-43.0114746,0.477,0.511
-15.7182383,-43.9782715,-0.653,0.385
-3.6559638,-45.7360840,-0.622,0.377
-1.6147764,-48.1530762,-0.800,0.333
-18.1354112,-48.0871582,0.474,0.433
-29.9834863,-51.1633301,0.448,0.423
-21.5859348,-45.8239746,-0.220,0.424
-25.9679218,-50.5480957,0.017,0.422
-7.6783293,-36.8811035,0.931,0.482
-5.7581050,-39.5617676,-0.831,0.323
-20.8690774,-41.4074707,-0.361,0.378
-22.2179198,-49.9987793,0.239,0.466
-1.4390576,-47.8015137,-0.244,0.414
-21.2177003,-50.4382324,1.195,0.440
-16.9622326,-41.5612793,-0.480,0.370
-11.3615678,-40.0891113,-0.030,0.407
-6.0203850,-35.4528809,-0.262,0.378
-7.5258726,-35.6286621,-0.123,0.384
-12.9510290,-38.5949707,0.650,0.466
-4.4449973,-44.9890137,-0.336,0.353
-16.5624922,-41.5173340,0.910,0.479
-9.5249141,-36.4636230,-0.792,0.366
-21.2177003,-43.6486816,-0.617,0.433
-3.2611771,-60.8752441,-0.448,0.381
-3.7217452,-40.3308105,0.845,0.451
-22.6849838,-43.6486816,0.683,0.408
-13.9340669,-39.2980957,-0.142,0.433
-28.6616708,-49.1857910,-0.097,0.445
-6.9809543,-35.8483887,-0.556,0.440
-6.6100440,-39.7814941,-0.481,0.332
-4.0944111,-38.2214355,0.338,0.451
-21.0332369,-44.3298340,0.569,0.480
-24.6570018,-54.0197754,-0.326,0.438
-22.7660511,-51.2292480,0.276,0.486
-26.9514527,-53.0969238,-0.569,0.434
-3.8094460,-50.8117676,-0.502,0.353
-22.8875618,-43.0993652,1.010,0.426
-2.9759559,-43.8903809,-0.441,0.352
-2.8003980,-43.0114746,0.256,0.362
-20.9101341,-45.2526855,0.719,0.454
-9.8065034,-67.1374512,-0.472,0.421
-2.7565043,-42.2863770,0.837,0.493
-6.2170122,-46.4611816,-1.064,0.374
-14.8917045,-39.4738770,-0.159,0.411
-21.7084727,-43.4948730,1.241,0.460
-18.3858046,-42.8796387,-0.730,0.431
-27.2643953,-51.9543457,-0.029,0.415
-2.2077054,-47.8454590,-0.730,0.357
-10.7361753,-44.4836426,-0.629,0.339
-3.2392398,-42.2424316,-0.561,0.464
-28.4686909,-49.4494629,0.152,0.427
-15.7605359,-41.9128418,-0.327,0.351
-15.7605359,-44.7912598,-0.634,0.340
-8.3962996,-37.6940918,-0.088,0.352
-19.7977172,-44.9450684,0.186,0.485
-23.0291870,-47.1203613,1.152,0.416
-10.1094859,-51.0314941,-0.546,0.329
-28.6038140,-51.7126465,-0.301,0.422
-27.9458858,-48.6804199,0.700,0.420
-8.7222181,-39.1223145,0.424,0.494
-16.3939308,-44.1320801,-0.434,0.420
-11.8781020,-39.0124512,-0.464,0.481
-30.8362142,-51.9323730,0.091,0.407
-12.4794869,-38.0236816,-0.241,0.443
-1.4390576,-49.6691895,-0.605,0.371
-9.8930985,-67.8186035,-0.036,0.486
-3.6559638,-60.2600098,0.018,0.409
-8.2875987,-40.4406738,-0.773,0.336
-24.9362569,-51.8664551,0.538,0.493
-5.4300853,-39.6716309,-0.404,0.368
-7.8524985,-37.6281738,-0.231,0.439
-8.4397714,-35.6726074,0.395,0.386
-28.3913999,-54.1516113,-0.247,0.532
-23.6747124,-49.7790527,-0.366,0.411
-24.1768248,-46.7907715,0.985,0.448
-23.0291870,-47.1643066,0.507,0.451
-3.6778914,-43.2312012,-0.787,0.362
-23.5136260,-46.7687988,1.302,0.403
-3.3050503,-46.1096191,-0.644,0.328
-6.9155204,-38.3093262,-0.274,0.440
-8.8525066,-36.3757324,-0.445,0.399
-16.6256648,-39.1003418,0.094,0.462
-13.0794780,-44.1979980,0.573,0.516
-14.4240402,-42.0666504,-0.387,0.468
-11.3184804,-37.8479004,-0.446,0.391
-10.7577626,-37.8039551,0.523,0.461
-10.4337931,-36.3977051,-0.075,0.465
-5.7143797,-38.0017090,-0.988,0.395
-20.3549272,-41.9348145,0.300,0.448
-14.8704688,-39.2541504,-0.122,0.354
-5.4519589,-39.6057129,-0.532,0.391
-30.6473638,-51.8664551,-0.669,0.377
-29.1233728,-52.6135254,-0.371,0.388
-9.5465832,-44.6813965,-0.507,0.334
-22.3602361,-42.9235840,0.124,0.446
-23.5941939,-47.8454590,-0.271,0.440
-23.0898380,-52.5915527,-0.176,0.460
-16.4150090,-41.7370605,-0.242,0.438
-4.1382430,-47.5378418,-0.318,0.379
-2.0979197,-54.2395020,-0.339,0.399
-11.9426009,-38.7048340,-0.580,0.361
-5.1237722,-47.5598145,-0.700,0.366
-23.8958823,-47.4499512,-0.274,0.409
-18.3858046,-42.9016113,-0.608,0.375
-26.9514527,-53.5583496,-0.124,0.399
-0.9337965,-47.5158691,-0.238,0.356
-5.2988268,-45.6921387,-0.375,0.352
-6.0203850,-52.3059082,-0.782,0.361
-26.0469124,-53.0310059,0.928,0.504
-24.5171391,-51.8444824,-0.528,0.393
-19.1347889,-40.2429199,-0.090,0.368
-19.0101900,-41.6491699,-0.691,0.457
-27.6737985,-53.9978027,-0.369,0.409
-11.3615678,-38.5949707,-0.331,0.375
-5.5613152,-43.2531738,-0.339,0.349
-25.4531946,-52.9431152,-0.035,0.430
-21.0127268,-43.8464355,-0.739,0.422
-5.5831840,-50.4162598,-0.873,0.344
-2.3613917,-54.5690918,0.023,0.477
-4.1163273,-54.8327637,-0.522,0.405
-12.1360050,-39.7375488,0.407,0.489
-9.4382242,-42.1765137,-0.633,0.394
-17.0672871,-39.5178223,0.741,0.486
-7.6129974,-42.9455566,-0.696,0.396
-3.7436712,-63.9514160,-0.923,0.390
-23.3119906,-47.7795410,0.286,0.431
-17.7382226,-46.1755371,1.612,0.424
-4.8173122,-38.9245605,-0.348,0.376
-5.8455454,-38.6169434,-0.842,0.433
-17.7800738,-41.7590332,-0.384,0.425
-6.9809543,-43.9343262,-0.120,0.366
-27.4595389,-54.0197754,0.050,0.402
-10.9304048,-69.5764160,0.269,0.570
-27.1862418,-49.6472168,0.144,0.432
-4.4230904,-41.7590332,-0.115,0.409
-21.1357449,-42.8356934,0.412,0.424
-3.5243866,-41.0119629,-0.208,0.387
-28.6423887,-49.5593262,0.266,0.437
-16.8781467,-42.1765137,-0.717,0.379
-17.7800738,-41.5612793,-0.791,0.389
-29.3726011,-51.5148926,0.653,0.436
-10.0662199,-53.9978027,-0.393,0.427
-20.7663865,-51.6687012,0.632,0.496
-3.9848207,-40.5725098,-0.945,0.395
-5.9985331,-36.3317871,0.062,0.343
-3.4805234,-60.4577637,-0.257,0.429
-25.9086440,-53.2507324,0.414,0.480
-7.8089630,-36.5075684,-0.783,0.321
-22.9887378,-52.1960449,-0.161,0.469
-21.3610128,-42.8356934,-0.326,0.433
-11.4261866,-37.6062012,-0.745,0.388
-28.3720684,-54.4152832,-0.013,0.432
-9.4165483,-42.5939941,-0.730,0.368
-7.8742645,-35.7824707,0.158,0.416
-3.5682478,-45.6262207,0.043,0.433
-29.9263737,-50.9875488,0.711,0.472
-18.6982852,-42.3962402,-0.853,0.377
-13.6566625,-39.3200684,-0.413,0.404
-20.6430652,-42.2204590,-0.636,0.387
-4.6640299,-40.4187012,-0.780,0.348
-14.5091441,-42.3962402,-0.771,0.397
-14.2750302,-40.8361816,-0.550,0.413
-6.2825384,-35.0354004,0.374,0.448
-4.3792747,-43.5607910,-0.439,0.327
-3.2611771,-60.6335449,0.297,0.498
-27.4400400,-48.4606934,0.773,0.435
-6.9373327,-35.4528809,0.108,0.406
-29.5256700,-53.0749512,-0.325,0.324
-19.1555462,-50.7458496,-0.160,0.433
-14.0833011,-41.1877441,-0.680,0.410
-21.7697025,-46.6149902,0.537,0.452
-29.5256700,-52.4157715,-0.185,0.466
-18.6358348,-39.7595215,-0.216,0.423
-13.9767151,-43.2312012,-0.793,0.376
-17.9264757,-42.4841309,-0.797,0.387
-17.5707203,-39.7595215,0.605,0.444
-11.0813844,-37.3864746,-0.364,0.411
-25.0557447,-50.2624512,0.373,0.444
-20.0662507,-42.2863770,-0.122,0.418
-26.3623416,-52.5915527,0.116,0.443
-25.7504244,-53.1848145,-0.368,0.438
-21.9124706,-42.1545410,-0.070,0.366
-1.0875811,-49.8889160,-1.176,0.333
-4.4230904,-50.6579590,0.065,0.497
-24.0966182,-54.2834473,-0.038,0.474
-6.2606973,-49.3615723,-0.401,0.389
-23.0696240,-47.9553223,-0.035,0.426
-20.3137206,-41.4953613,-0.173,0.414
-5.4738318,-36.7272949,-0.523,0.430
-5.3425828,-38.9904785,-0.241,0.388
-19.5287298,-44.4616699,0.890,0.490
-25.8097816,-53.4484863,-0.544,0.437
-17.7172934,-49.0759277,0.079,0.440
-5.2988268,-42.9235840,-0.887,0.341
-1.6806671,-49.3176270,-0.933,0.332
-15.1887835,-49.7570801,-0.442,0.491
-14.0406726,-42.9235840,-0.286,0.391
-23.3926816,-46.4172363,0.573,0.437
-4.9486696,-44.9890137,-0.379,0.391
-6.9373327,-39.2541504,0.190,0.454
-5.2769476,-48.8781738,-0.584,0.353
-20.3137206,-47.7795410,0.763,0.478
-29.7166808,-53.8220215,1.135,0.416
-24.5970797,-53.7561035,0.292,0.435
-22.6241518,-42.7917480,-0.315,0.424
-9.4382242,-35.6286621,0.051,0.479
-2.6906608,-64.9841309,-0.643,0.393
-25.8097816,-53.2946777,0.014,0.430
-0.0769043,-49.5593262,-0.394,0.338
-21.0537441,-44.0222168,-0.339,0.411
-20.8280094,-42.7917480,-0.166,0.425
-5.4519589,-48.3728027,-0.580,0.361
-7.7001044,-37.4084473,-0.836,0.345
-2.4931093,-57.6892090,-0.854,0.390
-2.2735730,-55.2502441,-1.092,0.386
-11.7920798,-55.4479980,0.040,0.455
-7.3297783,-34.9475098,-0.168,0.379
-25.1950000,-49.1638184,0.334,0.440
-27.4205377,-52.0861816,-0.181,0.396
-33.0547160,-52.8771973,-0.132,0.417
-27.9264736,-53.0969238,0.066,0.388
-27.6543377,-53.9538574,-0.049,0.402
-2.9540126,-48.9440918,0.368,0.490
-24.4371475,-48.9660645,-0.855,0.386
-26.7161733,-49.0319824,-0.477,0.440
-16.9412147,-41.0778809,-0.647,0.370
-25.1353386,-50.2185059,0.493,0.498
-7.1335976,-51.6467285,-0.768,0.324
-18.6566542,-41.0998535,0.235,0.449
-6.6100440,-38.5510254,-0.423,0.398
-2.4272521,-57.0739746,-1.271,0.389
-11.8565990,-38.2214355,-0.695,0.355
-22.6849838,-44.1979980,-0.513,0.453
-7.5912178,-40.8361816,-0.442,0.392
-6.9591440,-38.9904785,-0.200,0.409
-14.2750302,-42.8137207,-0.511,0.363
-16.5624922,-39.4519043,-0.248,0.405
-14.9341696,-41.9348145,-0.723,0.411
-20.5813670,-43.0334473,-0.199,0.437
-8.4832384,-36.4416504,0.043,0.397
-13.5285192,-39.7375488,-1.024,0.322
-1.8783255,-47.3840332,-0.081,0.533
-6.2388552,-38.7707520,-0.889,0.381
-9.2430925,-68.5217285,-0.426,0.465
-21.1357449,-45.3186035,-0.242,0.389
-23.8356006,-46.9665527,-0.490,0.426
-28.6616708,-52.2619629,0.089,0.431
-7.3733623,-38.7927246,0.436,0.434
-11.5769066,-38.9025879,-0.685,0.454
-19.7356832,-41.0559082,-0.520,0.403
-19.1970531,-40.2429199,-0.194,0.405
-3.0637244,-44.7033691,-0.370,0.359
-23.8556976,-50.0866699,-0.304,0.410
-27.3034516,-48.7902832,-0.015,0.445
-6.4354006,-46.9885254,-0.516,0.348
-26.9710372,-52.9431152,-0.677,0.410
-23.5136260,-47.0983887,0.959,0.459
-1.0436434,-48.6364746,-0.438,0.375
-2.0540032,-55.2282715,-0.801,0.390
-3.0198411,-45.0549316,-0.513,0.339
-7.8742645,-35.3210449,-0.904,0.468
-17.0042615,-39.3859863,-0.613,0.386
-10.0013102,-58.3483887,-0.414,0.526
-17.5078668,-42.0227051,-0.309,0.347
-2.0540032,-59.7106934,-0.120,0.444
-29.7166808,-52.3498535,-0.465,0.434
-21.6472167,-48.2849121,0.475,0.391
-5.1675404,-40.4626465,-0.296,0.364
-28.8350495,-51.9104004,0.742,0.447
-31.6440285,-52.6354980,-0.198,0.412
-1.3731595,-61.7321777,-0.703,0.400
-17.6963617,-42.3522949,-0.741,0.391
-3.4366581,-53.1188965,-0.309,0.351
-10.4986143,-39.4079590,-0.434,0.423
-25.8888782,-49.1198730,0.055,0.440
-22.7863104,-46.0217285,0.080,0.452
-11.1245072,-37.9138184,-0.047,0.431
-27.6932559,-54.3713379,-0.205,0.397
-18.6150130,-40.5285645,-0.240,0.420
-25.8097816,-49.7570801,-0.009,0.420
-22.0347295,-43.1872559,0.250,0.448
3.1953637,-61.7102051,-0.589,0.438
-4.1163273,-58.7219238,-0.711,0.371
-7.5258726,-35.7385254,-0.626,0.439
